country,card_url,general,country_link,city,PM2.5,date,hour
Mongolia,https://openaq.org/#/location/Bukhiin%20urguu,Bukhiin urguu,Mongolia,"Ulaanbaatar,",48,3/13/2019,23:00
Mongolia,https://openaq.org/#/location/MNB,MNB,Mongolia,"Ulaanbaatar,",167,3/13/2019,23:30
Mongolia,https://openaq.org/#/location/Nisekh,Nisekh,Mongolia,"Ulaanbaatar,",81,3/13/2019,23:30
Mongolia,https://openaq.org/#/location/Tolgoit,Tolgoit,Mongolia,"Ulaanbaatar,",121,3/13/2019,23:30
Mongolia,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Ulaanbaatar,US Diplomatic Post: Ulaanbaatar,Mongolia,"Ulaanbaatar,",107,4/23/2020,17:00
Myanmar,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Rangoon,US Diplomatic Post: Rangoon,Myanmar,"Rangoon,",17,4/24/2020,6:30
Nepal,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Embassy%20Kathmandu,US Diplomatic Post: Embassy Kathmandu,Nepal,"Kathmandu,",28,4/25/2020,20:15
Nepal,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Phora%20Durbar%20Kathmandu,US Diplomatic Post: Phora Durbar Kathmandu,Nepal,"Kathmandu,",35,4/25/2020,23:15
Netherlands,https://openaq.org/#/location/Amsterdam-Einsteinweg,Amsterdam-Einsteinweg,Netherlands,"Amsterdam,",3.4,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Amsterdam-Hoogtij,Amsterdam-Hoogtij,Netherlands,"Amsterdam,",-999,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Amsterdam-Spaarnwoude,Amsterdam-Spaarnwoude,Netherlands,"Amsterdam,",-999,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Amsterdam-Stadhouderskade,Amsterdam-Stadhouderskade,Netherlands,"Amsterdam,",2.5,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Amsterdam-Van%20Diemenstraat,Amsterdam-Van Diemenstraat,Netherlands,"Amsterdam,",6.1,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Amsterdam-Vondelpark,Amsterdam-Vondelpark,Netherlands,"Amsterdam,",5.9,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Amsterdam-Westerpark,Amsterdam-Westerpark,Netherlands,"Amsterdam,",8.7,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Badhoevedorp-Sloterweg,Badhoevedorp-Sloterweg,Netherlands,"Badhoevedorp,",7.5,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Beverwijk%20West-Creutzberglaan,Beverwijk West-Creutzberglaan,"West,",Beverwijk,7.8,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Biest%20Houtakker-Biestsestraat,Biest Houtakker-Biestsestraat,"Houtakker,",Biest,7.0046,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Botlek-Spoortunnel,Botlek-Spoortunnel,Netherlands,"Botlek,",-995,3/24/2016,9:00
Netherlands,https://openaq.org/#/location/Breda-Bastenakenstraat,Breda-Bastenakenstraat,Netherlands,"Breda,",6.8233,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Breda-Tilburgseweg,Breda-Tilburgseweg,Netherlands,"Breda,",7.13004,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Breukelen-Snelweg,Breukelen-Snelweg,Netherlands,"Breukelen,",6.1912,4/26/2020,1:00
Netherlands,https://openaq.org/#/location/Cabauw-Wielsekade,Cabauw-Wielsekade,Netherlands,"Cabauw,",1.07462,4/26/2020,1:00
Nigeria,https://openaq.org/#/location/SPARTAN%20-%20Ilorin%20University,SPARTAN - Ilorin University,Nigeria,"Ilorin,",4.1,10/28/2015,17:00
Norway,https://openaq.org/#/location/Bekkestua,Bekkestua,Norway,"Bærum,",3.8,4/25/2020,21:00
Norway,https://openaq.org/#/location/Eilif%20Dues%20vei,Eilif Dues vei,Norway,"Bærum,",3.1,4/25/2020,21:00
Norway,https://openaq.org/#/location/Danmarks%20plass,Danmarks plass,Norway,"Bergen,",3.831686,4/25/2020,21:00
Norway,https://openaq.org/#/location/Klosterhaugen,Klosterhaugen,Norway,"Bergen,",3.618919,4/25/2020,21:00
Norway,https://openaq.org/#/location/Loddefjord,Loddefjord,Norway,"Bergen,",3.38755,4/25/2020,21:00
Norway,https://openaq.org/#/location/R%C3%A5dal,Rådal,Norway,"Bergen,",3.198753,4/25/2020,21:00
Norway,https://openaq.org/#/location/R%C3%A5dhuset,Rådhuset,Norway,"Bergen,",19.5,1/4/2018,12:00
Norway,https://openaq.org/#/location/Rolland%2C%20%C3%85sane,"Rolland, Åsane",Norway,"Bergen,",3.067956,4/25/2020,21:00
Norway,https://openaq.org/#/location/Olav%20V%20gate,Olav V gate,Norway,"Bodø,",7.195842,4/25/2020,21:00
Norway,https://openaq.org/#/location/Ringsakervegen,Ringsakervegen,Norway,"Brumunddal,",3.1,4/25/2020,21:00
Norway,https://openaq.org/#/location/Backeparken,Backeparken,Norway,"Drammen,",6.6,4/26/2020,0:00
Norway,https://openaq.org/#/location/V%C3%A5rveien,Vårveien,Norway,"Drammen,",3.3,4/24/2020,12:00
Norway,https://openaq.org/#/location/Leiret,Leiret,Norway,"Elverum,",2.144814,4/25/2020,21:00
Norway,https://openaq.org/#/location/Nygaardsgata,Nygaardsgata,Norway,"Fredrikstad,",2.211836,4/25/2020,21:00
Norway,https://openaq.org/#/location/St.Croix,St.Croix,Norway,"Fredrikstad,",3.1,4/25/2020,21:00
Pakistan,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Islamabad,US Diplomatic Post: Islamabad,Pakistan,"Islamabad,",27,4/26/2020,1:00
Pakistan,https://openaq.org/#/location/Karachi,Karachi,Pakistan,"N/A,",22.8,4/26/2020,1:00
Pakistan,https://openaq.org/#/location/Lahore,Lahore,Pakistan,"N/A,",103,4/26/2020,1:00
Pakistan,https://openaq.org/#/location/Peshawar,Peshawar,Pakistan,"N/A,",37,4/26/2020,1:00
Peru,https://openaq.org/#/location/ATE,Kematen,Austria,"Austria,",,,
Peru,https://openaq.org/#/location/CAMPO%20DE%20MARTE,CAMPO DE MARTE,Peru,"Lima,",8.23,4/25/2020,22:00
Peru,https://openaq.org/#/location/CARABAYLLO,CARABAYLLO,Peru,"Lima,",11.38,4/25/2020,21:00
Peru,https://openaq.org/#/location/HUACHIPA,HUACHIPA,Peru,"Lima,",0,10/13/2018,22:00
Peru,https://openaq.org/#/location/PUENTE%20PIEDRA,PUENTE PIEDRA,Peru,"Lima,",0,10/13/2018,22:00
Peru,https://openaq.org/#/location/SAN%20BORJA,SAN BORJA,Peru,"Lima,",10.49,4/25/2020,22:00
Peru,https://openaq.org/#/location/SAN%20JUAN%20DE%20LURIGANCHO,SAN JUAN DE LURIGANCHO,Peru,"Lima,",12.78,4/25/2020,22:00
Peru,https://openaq.org/#/location/SAN%20MARTIN%20DE%20PORRES,SAN MARTIN DE PORRES,Peru,"Lima,",16,3/12/2020,17:00
Peru,https://openaq.org/#/location/SANTA%20ANITA,SANTA ANITA,Peru,"Lima,",31.09,10/13/2018,23:00
Peru,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Lima,US Diplomatic Post: Lima,Peru,"Lima,",12,4/25/2020,23:00
Peru,https://openaq.org/#/location/VILLA%20MARIA%20DEL%20TRIUNFO,VILLA MARIA DEL TRIUNFO,Peru,"Lima,",0,4/26/2020,1:00
Philippines,https://openaq.org/#/location/SPARTAN%20-%20Manila%20Observatory,SPARTAN - Manila Observatory,Philippines,"Manila,",9.7,5/13/2014,5:00
Poland,https://openaq.org/#/location/August%C3%B3w-Miejska,Augustów-Miejska,Poland,"Augustów,",3.7,4/26/2020,1:00
Poland,https://openaq.org/#/location/Bia%C5%82ystok-Miejska,Białystok-Miejska,Poland,"Białystok,",3,4/26/2020,1:00
Poland,https://openaq.org/#/location/Bielsko-Bia%C5%82a%2C%20ul.Partyzant%C3%B3w,"Bielsko-Biała, ul.Partyzantów",Poland,"Bielsko-Biała,",25.708,4/26/2020,0:00
Poland,https://openaq.org/#/location/WIO%C5%9A%20Biskupiec-Mobilna,WIOŚ Biskupiec-Mobilna,Poland,"Biskupiec,",5.52214,4/26/2020,1:00
Poland,https://openaq.org/#/location/Borsukowizna-Wiejska,Borsukowizna-Wiejska,Poland,"Borsukowizna,",2.7,4/26/2020,1:00
Poland,https://openaq.org/#/location/Bydgoszcz%20Plac%20Pozna%C5%84ski,Bydgoszcz Plac Poznański,Poland,"Bydgoszcz,",14.6,4/26/2020,1:00
Poland,https://openaq.org/#/location/Bydgoszcz%20Warszawska,Bydgoszcz Warszawska,Poland,"Bydgoszcz,",13.2,4/26/2020,1:00
Poland,https://openaq.org/#/location/Che%C5%82mno%2C%20%C5%81unawska%203A,"Chełmno, Łunawska 3A",Poland,"Chełmno,",17.3,4/26/2020,1:00
Poland,https://openaq.org/#/location/D%C4%99bica-Grottgera-WIOS,Dębica-Grottgera-WIOS,Poland,"Dębica,",7.02399,4/26/2020,1:00
Poland,https://openaq.org/#/location/Duszniki-Zdr%C3%B3j,Duszniki-Zdrój,Poland,"Duszniki-Zdrój,",29.0594,12/31/2019,23:00
Poland,https://openaq.org/#/location/WIO%C5%9A%20Elbl%C4%85g%20ul.%20Ba%C5%BCy%C5%84skiego,WIOŚ Elbląg ul. Bażyńskiego,Poland,"Elbląg,",9.38245,4/26/2020,1:00
Poland,https://openaq.org/#/location/AM8%20Gda%C5%84sk%20Wrzeszcz,AM8 Gdańsk Wrzeszcz,Poland,"Gdańsk,",16.7292,4/26/2020,0:00
Poland,https://openaq.org/#/location/Gocza%C5%82kowice%20Zdr%C3%B3j%2C%20ul.%20Parkowa,"Goczałkowice Zdrój, ul. Parkowa",Poland,"Goczałkowice-Zdrój,",26.6283,4/26/2020,1:00
Poland,https://openaq.org/#/location/WIO%C5%9A%20Go%C5%82dap-Uzdrowisko,WIOŚ Gołdap-Uzdrowisko,Poland,"Gołdap,",11.4357,12/14/2019,6:00
Poland,https://openaq.org/#/location/Gorz%C3%B3w%20Wlkp.%20ul.%20Kosynier%C3%B3w%20Gdy%C5%84skich,Gorzów Wlkp. ul. Kosynierów Gdyńskich,"Wielkopolski,",Gorzów,5.46512,4/26/2020,0:00
Portugal,https://openaq.org/#/location/PT02004,PT02004,Portugal,"Aveiro,",23,4/26/2020,0:00
Portugal,https://openaq.org/#/location/PT02020,PT02020,"Branco,",Castelo,10,4/26/2020,0:00
Portugal,https://openaq.org/#/location/PT04006,PT04006,Portugal,"Évora,",10,4/25/2020,22:00
Portugal,https://openaq.org/#/location/PT05007,PT05007,Portugal,"Faro,",16.3,4/25/2020,23:00
Portugal,https://openaq.org/#/location/PT05012,PT05012,Portugal,"Faro,",0.3,4/24/2020,8:00
Portugal,https://openaq.org/#/location/PT06004,PT06004,da,Ilha,2.7,4/25/2020,23:00
Portugal,https://openaq.org/#/location/PT06005,PT06005,da,Ilha,,,
Portugal,https://openaq.org/#/location/PT06008,PT06008,da,Ilha,,,
Portugal,https://openaq.org/#/location/PT07001,PT07001,do,Ilha,103.4,4/18/2020,14:00
Portugal,https://openaq.org/#/location/PT02019,PT02019,Portugal,"Leiria,",9,4/26/2020,0:00
Portugal,https://openaq.org/#/location/PT03071,PT03071,Portugal,"Lisboa,",10.8,4/22/2020,15:00
Portugal,https://openaq.org/#/location/PT03072,PT03072,Portugal,"Lisboa,",9.9,4/16/2020,15:00
Portugal,https://openaq.org/#/location/PT03089,PT03089,Portugal,"Lisboa,",11.3,4/23/2020,10:00
Portugal,https://openaq.org/#/location/PT03102,PT03102,Portugal,"Lisboa,",2,4/15/2020,10:00
Portugal,https://openaq.org/#/location/PT01024,PT01024,Portugal,"Porto,",0,12/24/2019,17:00
Saudi Arabia,https://openaq.org/#/location/US%20Diplomatic%20Post%3A%20Dharan,US Diplomatic Post: Dharan,Saudi,"Dharan,",23,7/16/2019,20:00
Saudi Arabia,https://openaq.org/#/location/Dhahran,Dhahran,Saudi,"N/A,",40,4/26/2020,1:00
Serbia,https://openaq.org/#/location/RS0032A,RS0032A,"Beograd,",Grad,10.79517,4/26/2020,1:00
Singapore,https://openaq.org/#/location/SPARTAN%20-%20NUS,SPARTAN - NUS,Singapore,"Singapore,",282.9,9/25/2015,2:00
Slovakia,https://openaq.org/#/location/SK0022A,SK0022A,"kraj,",Banskobystrický,10.566,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0025A,SK0025A,"kraj,",Banskobystrický,20.86,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0214A,SK0214A,"kraj,",Banskobystrický,8.051,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0262A,SK0262A,"kraj,",Banskobystrický,6.1872,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0263A,SK0263A,"kraj,",Banskobystrický,10.402,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0268A,SK0268A,"kraj,",Banskobystrický,11.883,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0001A,SK0001A,"kraj,",Bratislavský,3.6403,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0002A,SK0002A,"kraj,",Bratislavský,2.1678,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0004A,SK0004A,"kraj,",Bratislavský,11.911,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0048A,SK0048A,"kraj,",Bratislavský,8.9599,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0407A,SK0407A,"kraj,",Bratislavský,8.5623,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0018A,SK0018A,"kraj,",Košický,7.9813,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0030A,SK0030A,"kraj,",Košický,14.831,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0264A,SK0264A,"kraj,",Košický,7.4316,4/26/2020,1:00
Slovakia,https://openaq.org/#/location/SK0265A,SK0265A,"kraj,",Košický,11.11,4/26/2020,1:00
Spain,https://openaq.org/#/location/ES1138A,ES1138A,"Coruña,",A,11,12/26/2019,16:00
